inst_name,state_abbr,city,county_name,enrollment_men,enrollment_women,enrollment_total,ath_classification_code
Mendocino College,CA,Ukiah,Mendocino County,218.0,457.0,675.0,17.0
Menlo College,CA,Atherton,San Mateo County,388.0,322.0,710.0,9.0
Merced College,CA,Merced,Merced County,1501.0,2207.0,3708.0,17.0
Merritt College,CA,Oakland,Alameda County,285.0,612.0,897.0,17.0
Mills College,CA,Oakland,Alameda County,,,,
MiraCosta College,CA,Oceanside,San Diego County,1674.0,2245.0,3919.0,17.0
Mission College,CA,Santa Clara,Santa Clara County,636.0,626.0,1262.0,17.0
Modern Beauty Academy,CA,Oxnard,Ventura County,,,,
Modesto Junior College,CA,Modesto,Stanislaus County,1839.0,2791.0,4630.0,17.0
Moler Barber College,CA,Oakland,Alameda County,,,,
Middlebury Institute of International Studies at Monterey,CA,Monterey,Monterey County,,,,
Monterey Peninsula College,CA,Monterey,Monterey County,840.0,1010.0,1850.0,17.0
Moorpark College,CA,Moorpark,Ventura County,2047.0,2186.0,4233.0,17.0
Mt San Antonio College,CA,Walnut,Los Angeles County,4012.0,4285.0,8297.0,17.0
Mount Saint Mary's University,CA,Los Angeles,Los Angeles County,,,,
Mt San Jacinto Community College District,CA,San Jacinto,Riverside County,1862.0,2575.0,4437.0,17.0
Musicians Institute,CA,Hollywood,Los Angeles County,,,,
Napa Valley College,CA,Napa,Napa County,603.0,838.0,1441.0,17.0
National Holistic Institute,CA,Emeryville,Alameda County,,,,
National University,CA,La Jolla,San Diego County,,,,
Naval Postgraduate School,CA,Monterey,Monterey County,,,,
Newschool of Architecture and Design,CA,San Diego,San Diego County,,,,
Newberry School of Beauty,CA,Granada Hills,Los Angeles County,,,,
North Adrian's College of Beauty Inc,CA,Modesto,Stanislaus County,,,,
North Orange County Community College District,CA,Anaheim,Orange County,,,,
North-West College-Pomona,CA,Pomona,Los Angeles County,,,,
North-West College-West Covina,CA,West Covina,Los Angeles County,,,,
North-West College-Van Nuys,CA,Van Nuys,Los Angeles County,,,,
San Francisco Bay University,CA,Fremont,Alameda County,,,,
Notre Dame de Namur University,CA,Belmont,San Mateo County,,,,
Occidental College,CA,Los Angeles,Los Angeles County,813.0,1117.0,1930.0,7.0
Ohlone College,CA,Fremont,Alameda County,1445.0,1347.0,2792.0,17.0
Orange Coast College,CA,Costa Mesa,Orange County,3100.0,3039.0,6139.0,17.0
Otis College of Art and Design,CA,Los Angeles,Los Angeles County,,,,
Oxnard College,CA,Oxnard,Ventura County,681.0,783.0,1464.0,17.0
Hope International University,CA,Fullerton,Orange County,234.0,282.0,516.0,9.0
Concorde Career College-San Diego,CA,San Diego,San Diego County,,,,
Palo Alto University,CA,Palo Alto,Santa Clara County,,,,
Pacific Oaks College,CA,Pasadena,Los Angeles County,,,,
Pacific School of Religion,CA,Berkeley,Alameda County,,,,
Pacific States University,CA,Los Angeles,Los Angeles County,,,,
Pacific Union College,CA,Angwin,Napa County,283.0,448.0,731.0,10.0
University of the Pacific,CA,Stockton,San Joaquin County,1493.0,1659.0,3152.0,3.0
Palo Verde College,CA,Blythe,Riverside County,390.0,118.0,508.0,17.0
Palomar College,CA,San Marcos,San Diego County,2444.0,2570.0,5014.0,17.0
Pasadena City College,CA,Pasadena,Los Angeles County,3461.0,3616.0,7077.0,17.0
Pepperdine University,CA,Malibu,Los Angeles County,1443.0,1984.0,3427.0,3.0
Peralta Community College System Office,CA,Oakland,Alameda County,,,,
Pitzer College,CA,Claremont,Los Angeles County,463.0,669.0,1132.0,6.0
Platt College-San Diego,CA,San Diego,San Diego County,,,,
Point Loma Nazarene University,CA,San Diego,San Diego County,887.0,1687.0,2574.0,5.0
Pomona College,CA,Claremont,Los Angeles County,794.0,953.0,1747.0,6.0
Porterville College,CA,Porterville,Tulare County,463.0,724.0,1187.0,17.0
Professional Institute of Beauty,CA,El Monte,Los Angeles County,,,,
Santa Ana College,CA,Santa Ana,Orange County,1781.0,1864.0,3645.0,17.0
Pardee RAND Graduate School,CA,Santa Monica,Los Angeles County,,,,
Shasta School of Cosmetology,CA,Redding,Shasta County,,,,
University of Redlands,CA,Redlands,San Bernardino County,899.0,1350.0,2249.0,6.0
College of the Redwoods,CA,Eureka,Humboldt County,465.0,465.0,930.0,17.0
Salon Success Academy-Upland,CA,Upland,San Bernardino County,,,,
Salon Success Academy-Corona,CA,Corona,Riverside County,,,,
Rio Hondo College,CA,Whittier,Los Angeles County,1830.0,1967.0,3797.0,17.0
Riverside City College,CA,Riverside,Riverside County,2078.0,2813.0,4891.0,17.0
Rosemead Beauty School,CA,Rosemead,Los Angeles County,,,,
Dongguk University Los Angeles,CA,Los Angeles,Los Angeles County,,,,
Sacramento City College,CA,Sacramento,Sacramento County,1630.0,2412.0,4042.0,17.0
Saddleback College,CA,Mission Viejo,Orange County,2662.0,2511.0,5173.0,17.0
Samuel Merritt University,CA,Oakland,Alameda County,,,,
San Diego Community College District-District Office,CA,San Diego,San Diego County,,,,
San Diego City College,CA,San Diego,San Diego County,700.0,929.0,1629.0,17.0
San Diego Mesa College,CA,San Diego,San Diego County,1675.0,1705.0,3380.0,17.0
San Diego Miramar College,CA,San Diego,San Diego County,980.0,573.0,1553.0,17.0
San Diego State University,CA,San Diego,San Diego County,11707.0,15904.0,27611.0,1.0
University of San Diego,CA,San Diego,San Diego County,2387.0,3094.0,5481.0,2.0
San Francisco Art Institute,CA,San Francisco,San Francisco County,,,,
San Francisco Conservatory of Music,CA,San Francisco,San Francisco County,,,,
San Francisco State University,CA,San Francisco,San Francisco County,7993.0,10469.0,18462.0,5.0
University of San Francisco,CA,San Francisco,San Francisco County,1999.0,3729.0,5728.0,3.0
San Joaquin College of Law,CA,Clovis,Fresno County,,,,
San Joaquin Delta College,CA,Stockton,San Joaquin County,2824.0,3860.0,6684.0,17.0
San Joaquin Valley College-Visalia,CA,Visalia,Tulare County,,,,
San Joaquin Valley College-Bakersfield,CA,Bakersfield,Kern County,,,,
William Jessup University,CA,Rocklin,Placer County,407.0,557.0,964.0,9.0
San Jose-Evergreen Community College District,CA,San Jose,Santa Clara County,,,,
San Jose City College,CA,San Jose,Santa Clara County,672.0,853.0,1525.0,17.0
San Jose State University,CA,San Jose,Santa Clara County,11533.0,11409.0,22942.0,1.0
San Mateo County Community College District Office,CA,San Mateo,San Mateo County,,,,
College of San Mateo,CA,San Mateo,San Mateo County,662.0,541.0,1203.0,17.0
Santa Barbara Business College-Bakersfield,CA,Bakersfield,Kern County,,,,
Santa Barbara Business College-Santa Maria,CA,Santa Maria,Santa Barbara County,,,,
Santa Barbara City College,CA,Santa Barbara,Santa Barbara County,2417.0,2929.0,5346.0,17.0
Santa Clara University,CA,Santa Clara,Santa Clara County,3030.0,2743.0,5773.0,3.0
Santa Monica College,CA,Santa Monica,Los Angeles County,3967.0,4718.0,8685.0,17.0
Santa Rosa Junior College,CA,Santa Rosa,Sonoma County,1947.0,2213.0,4160.0,17.0
Saybrook University,CA,Pasadena,Los Angeles County,,,,
Scripps College,CA,Claremont,Los Angeles County,,,,
College of the Sequoias,CA,Visalia,Tulare County,1878.0,2466.0,4344.0,17.0
Shasta Bible College and Graduate School,CA,Redding,Shasta County,,,,
Shasta College,CA,Redding,Shasta County,927.0,1518.0,2445.0,17.0
Sierra College,CA,Rocklin,Placer County,2527.0,2937.0,5464.0,17.0
Sierra College of Beauty,CA,Merced,Merced County,,,,
Trinity Law School,CA,Santa Ana,Orange County,,,,
Simpson University,CA,Redding,Shasta County,311.0,426.0,737.0,10.0
College of the Siskiyous,CA,Weed,Siskiyou County,269.0,243.0,512.0,17.0
Charles A Jones Career and Education Center,CA,Sacramento,Sacramento County,,,,
Skyline College,CA,San Bruno,San Mateo County,610.0,547.0,1157.0,17.0
San Bernardino Valley College,CA,San Bernardino,San Bernardino County,910.0,1278.0,2188.0,17.0
Saint Mary's College of California,CA,Moraga,Contra Costa County,831.0,1153.0,1984.0,3.0
Solano Community College,CA,Fairfield,Solano County,1004.0,1391.0,2395.0,17.0
Sonoma State University,CA,Rohnert Park,Sonoma County,2115.0,3612.0,5727.0,5.0
South Baylo University,CA,Anaheim,Orange County,,,,
South Coast College,CA,Orange,Orange County,,,,
Vanguard University of Southern California,CA,Costa Mesa,Orange County,563.0,1214.0,1777.0,9.0
Concorde Career College-Garden Grove,CA,Garden Grove,Orange County,,,,
Southwestern College,CA,Chula Vista,San Diego County,2569.0,3349.0,5918.0,17.0
Starr King School for the Ministry,CA,Oakland,Alameda County,,,,
State Center Community College District,CA,Fresno,Fresno County,,,,
Marshall B Ketchum University,CA,Fullerton,Orange County,,,,
Southern California Institute of Architecture,CA,Los Angeles,Los Angeles County,,,,
University of Southern California,CA,Los Angeles,Los Angeles County,9702.0,10408.0,20110.0,1.0
Southwestern Law School,CA,Los Angeles,Los Angeles County,,,,
Taft College,CA,Taft,Kern County,268.0,547.0,815.0,17.0
Claremont School of Theology,CA,Claremont,Los Angeles County,,,,
Thomas Aquinas College,CA,Santa Paula,Ventura County,,,,
Epic Bible College & Graduate School,CA,Sacramento,Sacramento County,,,,
University of California-System Administration Central Office,CA,Oakland,Alameda County,,,,
United Education Institute-Huntington Park Campus,CA,Huntington Park,Los Angeles County,,,,
Concorde Career College-San Bernardino,CA,San Bernardino,San Bernardino County,,,,
Concorde Career College-North Hollywood,CA,North Hollywood,Los Angeles County,,,,
Ventura County Community College System Office,CA,Camarillo,Ventura County,,,,
Ventura College,CA,Ventura,Ventura County,1314.0,1709.0,3023.0,17.0
The Santa Barbara and Ventura Colleges of Law at Ventura,CA,Ventura,Ventura County,,,,
Bridges Beauty College,CA,Victorville,San Bernardino County,,,,
Victor Valley College,CA,Victorville,San Bernardino County,1257.0,1809.0,3066.0,17.0
Berkeley City College,CA,Berkeley,Alameda County,,,,
West Valley Mission Community College District Office,CA,Saratoga,Santa Clara County,,,,
Walden University,MN,Minneapolis,Hennepin County,,,,
Waynes College of Beauty,CA,Salinas,Monterey County,,,,
West Hills College-Coalinga,CA,Coalinga,Fresno County,207.0,216.0,423.0,17.0
West Los Angeles College,CA,Culver City,Los Angeles County,689.0,848.0,1537.0,17.0
West Valley College,CA,Saratoga,Santa Clara County,982.0,1035.0,2017.0,17.0
Carrington College-Sacramento,CA,Sacramento,Sacramento County,,,,
Westminster Theological Seminary in California,CA,Escondido,San Diego County,,,,
Westmont College,CA,Santa Barbara,Santa Barbara County,487.0,746.0,1233.0,9.0
Whittier College,CA,Whittier,Los Angeles County,548.0,725.0,1273.0,6.0
Woodbury University,CA,Burbank,Los Angeles County,,,,
The Wright Institute,CA,Berkeley,Alameda County,,,,
Thomas Jefferson School of Law,CA,San Diego,San Diego County,,,,
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,Los Angeles,Los Angeles County,,,,
Yosemite Community College District Office,CA,Modesto,Stanislaus County,,,,
Yuba College,CA,Marysville,Yuba County,517.0,709.0,1226.0,17.0
The Salon Professional Academy-Grand Junction,CO,Grand Junction,Mesa County,,,,
Adams State University,CO,Alamosa,Alamosa County,604.0,553.0,1157.0,4.0
Aims Community College,CO,Greeley,Weld County,,,,
Arapahoe Community College,CO,Littleton,Arapahoe County,,,,
Bel-Rea Institute of Animal Technology,CO,Denver,Arapahoe County,,,,
University of Colorado Denver/Anschutz Medical Campus,CO,Denver,Adams County,,,,
University of Colorado Colorado Springs,CO,Colorado Springs,El Paso County,3405.0,4038.0,7443.0,5.0
Spartan College of Aeronautics and Technology,CO,Broomfield,Broomfield County,,,,
University of Colorado Boulder,CO,Boulder,Boulder County,15418.0,12971.0,28389.0,1.0
Colorado Christian University,CO,Lakewood,Jefferson County,614.0,1128.0,1742.0,5.0
Colorado College,CO,Colorado Springs,El Paso County,948.0,1239.0,2187.0,7.0
Concorde Career College-Aurora,CO,Aurora,Arapahoe County,,,,
Colorado Mountain College,CO,Glenwood Springs,Garfield County,566.0,604.0,1170.0,8.0
Colorado Northwestern Community College,CO,Rangely,Rio Blanco County,163.0,226.0,389.0,12.0
Colorado School of Mines,CO,Golden,Jefferson County,3542.0,1633.0,5175.0,4.0
Colorado School of Trades,CO,Lakewood,Jefferson County,,,,
Colorado State University-Fort Collins,CO,Fort Collins,Larimer County,9002.0,10966.0,19968.0,1.0
Colorado Technical University-Colorado Springs,CO,Colorado Springs,El Paso County,,,,
Community College of Aurora,CO,Aurora,Arapahoe County,,,,
Technical College of the Rockies,CO,Delta,Delta County,,,,
Community College of Denver,CO,Denver,Denver County,,,,
Lincoln College of Technology-Denver,CO,Denver,Denver County,,,,
Denver Seminary,CO,Littleton,Arapahoe County,,,,
University of Denver,CO,Denver,Denver County,2428.0,3003.0,5431.0,3.0
Emily Griffith Technical College,CO,Denver,Denver County,,,,
Fort Lewis College,CO,Durango,La Plata County,1323.0,1569.0,2892.0,4.0
Front Range Community College,CO,Westminster,Adams County,,,,
Iliff School of Theology,CO,Denver,Denver County,,,,
International Salon and Spa Academy,CO,Colorado Springs,El Paso County,,,,
Lamar Community College,CO,Lamar,Prowers County,135.0,159.0,294.0,12.0
Colorado Mesa University,CO,Grand Junction,Mesa County,3022.0,3522.0,6544.0,4.0
Metropolitan State University of Denver,CO,Denver,Denver County,4451.0,5267.0,9718.0,5.0
Morgan Community College,CO,Fort  Morgan,Morgan County,,,,
Naropa University,CO,Boulder,Boulder County,,,,
Nazarene Bible College,CO,Colorado Springs,El Paso County,,,,
Northeastern Junior College,CO,Sterling,Logan County,321.0,341.0,662.0,12.0
University of Northern Colorado,CO,Greeley,Weld County,1964.0,3958.0,5922.0,2.0
Otero Junior College,CO,La Junta,Otero County,247.0,233.0,480.0,12.0
Pikes Peak Community College,CO,Colorado Springs,El Paso County,,,,
Pueblo Community College,CO,Pueblo,Pueblo County,,,,
Red Rocks Community College,CO,Lakewood,Jefferson County,,,,
Regis University,CO,Denver,Denver County,622.0,1294.0,1916.0,5.0
Rocky Mountain College of Art and Design,CO,Lakewood,Jefferson County,,,,
Montessori Education Center of the Rockies,CO,Denver,Denver County,,,,
Colorado State University Pueblo,CO,Pueblo,Pueblo County,1160.0,1357.0,2517.0,4.0
Pickens Technical College,CO,Aurora,Arapahoe County,,,,
Intellitec College-Colorado Springs,CO,Colorado Springs,El Paso County,,,,
Intellitec College-Grand Junction,CO,Grand Junction,Mesa County,,,,
Trinidad State College,CO,Trinidad,Las Animas County,295.0,308.0,603.0,12.0
University of Colorado System Office,CO,Denver,Denver County,,,,
United States Air Force Academy,CO,USAF Academy,El Paso County,,,,
Empire Beauty School-Thornton,CO,Thornton,Adams County,,,,
Western Colorado University,CO,Gunnison,Gunnison County,951.0,668.0,1619.0,4.0
Albertus Magnus College,CT,New Haven,New Haven County,374.0,544.0,918.0,7.0
Asnuntuck Community College,CT,Enfield,Hartford County,,,,
Bais Binyomin Academy,NY,Monsey,Rockland County,,,,
University of Bridgeport,CT,Bridgeport,Fairfield County,444.0,978.0,1422.0,5.0
Central Connecticut State University,CT,New Britain,Hartford County,3221.0,2844.0,6065.0,2.0
Charter Oak State College,CT,New Britain,Hartford County,,,,
Cortiva Institute,CT,Cromwell,Middlesex County,,,,
Connecticut College,CT,New London,New London County,734.0,1076.0,1810.0,7.0
Porter and Chester Institute of Hamden,CT,Hamden,New Haven County,,,,
University of Connecticut,CT,Storrs,Tolland County,8449.0,9434.0,17883.0,1.0
Goodwin University,CT,East Hartford,Hartford County,,,,
Lincoln Technical Institute-East Windsor,CT,East Windsor,Hartford County,,,,
Eastern Connecticut State University,CT,Willimantic,Windham County,1435.0,2027.0,3462.0,7.0
Fairfield University,CT,Fairfield,Fairfield County,1872.0,2613.0,4485.0,3.0
Paul Mitchell the School-North Haven,CT,North Haven,New Haven County,,,,
Capital Community College,CT,Hartford,Hartford County,,,,
Rensselaer at Hartford,CT,Hartford,Hartford County,,,,
American Institute-West Hartford,CT,West Hartford,Hartford County,,,,
Hartford Seminary,CT,Hartford,Hartford County,,,,
University of Hartford,CT,West Hartford,Hartford County,1668.0,2013.0,3681.0,7.0
Holy Apostles College and Seminary,CT,Cromwell,Middlesex County,,,,
Housatonic Community College,CT,Bridgeport,Fairfield County,,,,
Manchester Community College,CT,Manchester,Hartford County,,,,
Naugatuck Valley Community College,CT,Waterbury,New Haven County,,,,
Middlesex Community College,CT,Middletown,Middlesex County,,,,
Mitchell College,CT,New London,New London County,284.0,209.0,493.0,7.0
Three Rivers Community College,CT,Norwich,New London County,,,,
Lincoln Technical Institute-New Britain,CT,New Britain,Hartford County,,,,
New England Tractor Trailer Training School of Connecticut,CT,Somers,Tolland County,,,,
University of New Haven,CT,West Haven,New Haven County,2020.0,2698.0,4718.0,4.0
Norwalk Community College,CT,Norwalk,Fairfield County,,,,
Northwestern Connecticut Community College,CT,Winsted,Litchfield County,,,,
Paier College,CT,Bridgeport,Fairfield County,,,,
Porter and Chester Institute,CT,Bridgeport,Fairfield County,,,,
Post University,CT,Waterbury,New Haven County,1361.0,3617.0,4978.0,4.0
Quinebaug Valley Community College,CT,Danielson,Windham County,,,,
Quinnipiac University,CT,Hamden,New Haven County,2254.0,3731.0,5985.0,3.0
Sacred Heart University,CT,Fairfield,Fairfield County,2021.0,4049.0,6070.0,2.0
University of Saint Joseph,CT,West Hartford,Hartford County,199.0,653.0,852.0,7.0
Gateway Community College,CT,New Haven,New Haven County,781.0,967.0,1748.0,14.0
Southern Connecticut State University,CT,New Haven,New Haven County,2100.0,3516.0,5616.0,4.0
Stone Academy-West Haven,CT,West Haven,New Haven County,,,,
Trinity College,CT,Hartford,Hartford County,1064.0,1042.0,2106.0,6.0
Tunxis Community College,CT,Farmington,Hartford County,,,,
United States Coast Guard Academy,CT,New London,New London County,,,,
Wesleyan University,CT,Middletown,Middlesex County,1411.0,1821.0,3232.0,6.0
Western Connecticut State University,CT,Danbury,Fairfield County,1651.0,1789.0,3440.0,6.0
Yale University,CT,New Haven,New Haven County,3170.0,3361.0,6531.0,2.0
